Company Name,Website,Account Stage,Lists,# Employees,Industry,Account Owner,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Research target company 5822,Final Analysis of Qualification 3345,Assign as B2B or B2C 4355,Know if a company had executive changes 6825,Determine research guidelines 6759,Prerequisite: Research Target Company,Prerequisite: Determine Research Guidelines,Qualify Account,E-Commerce Platform,Column 1,Column 2
Vanguard - Briggs & Stratton,,Cold,Concrete World 2025,,,jason.hendrix@jamersan.com,,,,,,,,,,,,,,,,,,,68c1a2eb4d57020001f6ed0b,,,,,,,,,,,,,,,,,,,,,
"Volatile Free, Inc.",http://www.volatilefree.com,Cold,"Concrete World 2025, Work Truck Week 2025",19,chemicals,jason.hendrix@jamersan.com,http://www.linkedin.com/company/volatile-free-inc,https://www.facebook.com/VolatileFree/,https://twitter.com/VolatileFreeInc,,,,,,,"precast, molding & casting, theming hard coats, industrial coatings, truck bedliner, polymers, polyurethane, polyurea, chemical manufacturing, reaction injection molding, prototyping materials, mold making materials, urethane casting rubber, chemicals, uv stable coatings, resin and synthetic rubber manufacturing, custom formulations, custom chemical formulations, polyurethane foam, industrial elastomers, epoxy primer, polyurea coatings, custom formulation, uv stable polyurethane, b2b, manufacturing, molding and casting materials, product testing, reaction injection molding (rim), distribution, private label products, astm standards, industrial part making, impact and wear resistant coatings, foam products, spray coatings, hardcoats, impact resistant coatings, fast-setting polyurethane rubber, polyurethane rubber, chemical resistant coatings, high solids silicone sealants, polyurea hybrid coating, services, high-performance thermoset polymers, mechanical or industrial engineering",+1 800-307-9218,"Rackspace MailGun, Outlook, Google Cloud Hosting, Mobile Friendly, DoubleClick, WordPress.org, Vimeo, Google Dynamic Remarketing, Gravity Forms, Woo Commerce, Bootstrap Framework, YouTube, DoubleClick Conversion, Nginx, Google Tag Manager, Google Analytics",,,,,17130000,,68c1a2eb4d57020001f6ed16,3999,32521,"Volatile Free, Inc. (VFI) is a family-owned, Wisconsin-based manufacturer of high-performance thermoset polymers. Since our start in 1995, we have strived to make exceptional products and even offer custom formulations for those looking for nonstandard polymer-based materials. We provide reliable and accurate properties tested with standard ASTM methods. We also offer consistent batching that allows us to get products to you when you need them. We're dedicated to you, the customer, which means offering quick responses and technical insight when you have questions.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692733a2a6fb3e0001752844/picture,,,,,,,,,,,,,,,,
White Cap,http://www.whitecap.com,Cold,"Concrete World 2025, Tooling & Fasteners",5700,building materials,jason.hendrix@jamersan.com,http://www.linkedin.com/company/wearewhitecap,https://www.facebook.com/WeAreWhiteCap/,https://twitter.com/wearewhitecap?lang=en,,,,,,,"power tools, safety equipment, concrete accessories, waterproofing materials, geosynthetic, erosion control supplies, residential construction materials, industrial construction materials, commercial construction materials, wholesale building materials, commercial construction, industrial tools, construction project logistics, construction project support, lumber, plywood, millwork, and wood panel merchant wholesalers, tool rental services, industrial supplies, project support, distributor, local branch network, specialty masonry accessories, b2b, distribution, large and medium contractors, customer service, safety gear, precast solutions, jobsite safety training, construction, construction accessories, residential construction, local support, construction distribution, building materials, product expertise, safety solutions, hardware and tools, inventory management, industrial materials, skus management, construction supplies, industrial tool repair, services, supply chain efficiency, construction hardware supplies, hardware supplies, large contractor support, construction products, tilt-up construction, precast construction products, logistics and distribution, industrial products, custom rebar fabrication, logistics management, project support services, tool rental, e-commerce, consumer internet, consumers, internet, information technology & services",+1 888-309-2003,"Cloudflare DNS, Microsoft Office 365, CloudFlare Hosting, VueJS, Microsoft Application Insights, WP Engine, Atlassian Cloud, Leadfeeder, Magento, DoubleClick Conversion, DoubleClick, Mobile Friendly, Google Maps, Google Font API, Vimeo, Piwik, Google Maps (Non Paid Users), Google Tag Manager, EPiServer, Formassembly, Pingdom, Linkedin Marketing Solutions, Wistia, Cedexis Radar, Open AdStream (Appnexus), Google AdWords Conversion, reCAPTCHA, Bing Ads, iGoDigital, Facebook Widget, Adobe Media Optimizer, Hotjar, Google Analytics Ecommerce Tracking, Google Dynamic Remarketing, Facebook Login (Connect), Facebook Custom Audiences, Remote",,,,,6800000000,6,68c1a2eb4d57020001f6ed22,5099,42331,"White Cap is a prominent manufacturer and distributor of vacuum closures, with a history that dates back to 1926. Founded in Chicago by William P. White and his brothers, the company started as a family business and introduced the innovative ""Side-seal"" pry-off closure, which improved upon traditional screw tops. This product quickly gained popularity, particularly with early clients like Reid, Murdoch & Co.

The company made significant advancements in the food packaging industry with its ""Vapor Vacuum®"" high-speed sealing process, developed in 1929, which allowed for sealing at impressive speeds. White Cap's product offerings include vacuum closures that ensure airtight sealing for food packaging, side-seal pry-off caps, and lid-flippers co-developed with H.J. Heinz. The company serves a diverse customer base, primarily food packers and distributors, and has established itself as a global leader in the vacuum closure market, producing billions of closures annually.",1974,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692856e10f1ff000017b07e2/picture,CD&R (cdr.com),,,,,,,,,,,,,,,
World Diamond Source Inc,http://www.worlddiamondsource.com,Cold,"Concrete World 2025, Tooling & Fasteners",30,construction,jason.hendrix@jamersan.com,http://www.linkedin.com/company/world-diamond-source,,,,,,,,,"wetdry diamond saw blades & core bits, floor preperation tools & equipment, equipment for coring & sawing, marble & granite fabrication tools & equipment, b2b, long-lasting relationships, diamond saw blade sizes, diamond blades, industry leader, jewelry and silverware manufacturing, manufacturing, diamond tooling, core bit accessories, distribution, e-commerce, wet & dry blades, universal magnetic plate system, factory direct prices, concrete cutting, diamond chain sawing, metal bond diamonds, surface preparation, vacuum brazed blades, construction & real estate, specialty diamond tools, core bits, fast shipping, services, abrasive cutting, cutting efficiency, high-quality diamond tools, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 954-783-5300,"Route 53, Outlook, Google Tag Manager, Google Analytics, Bing Ads, Mobile Friendly, Apache, Google Font API, Woo Commerce, DoubleClick, Quantcast, WordPress.org, Google Plus, reCAPTCHA, Remote",,,,,19759000,,68c1a2eb4d57020001f6ed26,3541,33991,"World Diamond Source™ is one of the world's largest wholesalers in the US of diamond tooling for cutting and grinding for all applications. WDS offers top quality products, factory direct prices, and we pride our self on building relationships that last. Our product line contains a wide variety of wet & dry diamond blades for all applications, core bits, cup wheels, tuck pointing blades and other specialty diamond tools.  We also carry an entire line of Surface Preperation and Decorative Concrete tooling for every application. 
 
Cutting & Drilling 
•  Saws, hand-held power 
•  Saws, masonry table 
•  Saws, wall-mounted power 

Demolition Equipment & Materials 
•  Demolition equipment, other 

Environmental Controls for Production Equipment 
•  Dust control equipment 

Sawing & Coring 
•  Coring bits 
•  Coring drills 
•  Drills & accessories 
•  Drills, dowel-bar 
•  Saw blades, abrasive (nondiamond) 
•  Saw blades, diamond 
•  Saws, hand-held chain 
•  Saws, hand-held concrete 
•  Saws, ride-on concrete 
•  Saws, walk-behind concrete 
•  Saws, wall-mounted concrete 
•  Saws, wire concrete",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e6e592f728e30001495e0e/picture,,,,,,,,,,,,,,,,
Xtreme Manufacturing & Snorkel,http://www.xmfg.com,Cold,Concrete World 2025,160,construction,jason.hendrix@jamersan.com,http://www.linkedin.com/company/xtreme-manufacturing-llc,https://facebook.com/xtrememanufacturing/,https://twitter.com/xtreme_mfg,,,,,,,"manufacturing, telehandlers, rough terrain roller booms, xtreme cubes modular buildings, construction equipment, heavy load handling, material handling equipment manufacturing, industrial lifting equipment, telehandler attachments, automatic rear axle lock, reliability, heavy-duty telehandlers, 360 operator visibility, construction equipment manufacturing, heavy lifting machinery, oil and gas equipment, operator safety, multi-function display, oil and gas equipment manufacturing, mining equipment manufacturing, long-lasting boom rollers, modular building solutions, high reach lifting, high pressure hydraulic filters, material handling, long life boom rollers, xtreme cubes, customizable attachments, ease of maintenance, industrial equipment, north american manufacturing, modular buildings, high capacity telehandlers, industrial machinery manufacturing, high capacity lifting equipment, trucked telehandlers, trunnion-mounted sway cylinders, b2b, durable construction, mining equipment, removable outrigger kits, long reach telehandlers, safety features, rough terrain telehandlers, industry-leading warranty, e-commerce, construction, mining, oil and gas, industrial, heavy equipment, rough terrain, safety, customization, north america, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services, oil & energy",+1 702-636-2969,"Microsoft Office 365, Google Places, Mobile Friendly, Apache, Google Tag Manager, Gravity Forms, Bootstrap Framework, Vimeo, WordPress.org, Woo Commerce, Google Maps, Remote",65000000,Debt Financing,65000000,2018-05-01,123319000,,68c1a2eb4d57020001f6ed2c,3531,33392,"Xtreme Manufacturing, LLC is a North American manufacturer based in Las Vegas, Nevada, specializing in heavy equipment, particularly high-capacity telehandlers and lifting machinery. Founded in 2003, the company has established itself as a leader in the industry, offering the largest range of telehandlers in North America, with 16 models that have lifting capacities from 5,900 lbs to 70,000 lbs. All products are built in North America and come with an industry-leading warranty program.

The company’s product portfolio includes a variety of rough terrain telescopic handlers, the Xtreme Cube modular building system, and additional equipment such as lift trucks, trailers, and accessories. Xtreme Manufacturing primarily serves the construction, industrial, and material handling sectors, focusing on delivering reliable and high-performance equipment. In 2013, the company became the majority shareholder in Snorkel, a global aerial work platform manufacturer, further expanding its product offerings and international reach.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6925ef738372a400016725fd/picture,,,,,,,,,,,,,,,,
"Abbott Rubber Company, Inc.",http://www.abbottrubber.com,Cold,Concrete World 2025,27,wholesale,jason.hendrix@jamersan.com,http://www.linkedin.com/company/abbott-rubber-company-inc-,https://www.facebook.com/abbottrubber,https://twitter.com/AbbottRubber,,,,,,,"steam hose supply, manufacturing, high pressure hose systems, hose management, custom hose fabrication, food and beverage hoses, industrial supply, abrasion resistant hoses, industrial hose accessories, grounding hoses, food processing hoses, steam hoses, food grade transfer hoses, hose clamps, chemical transfer hoses, rubber products, hydraulic hoses, food manufacturing, industrial hose supply, flexible metal conduit hoses, hose support systems, oilfield frac hoses, microban food hoses, distribution, fire hose fittings, b2b, oilfield hoses, high pressure hydraulic hoses, peristaltic tubing, oil & gas, reinforced hoses, rubber and plastics hoses and belting manufacturing, air compressor hoses, industrial rubber products, industrial hoses, ptfe lined hoses, food safe hoses, chemical transfer fittings, chemical transfer couplings, food & beverage, high pressure hoses, specialty chemical hoses, construction, e-commerce, uhmwpe chemical hoses, abrasion resistant industrial hoses, fire suppression hoses, vacuum and blower hoses, food grade hoses, flexible metal hoses, vacuum hose assemblies, industrial hose repair, peristaltic pump tubing, hydraulic hose assemblies, vacuum hoses, hose manufacturing, hose accessories, flexible ducting, hose fittings and couplings, chemical processing, chemical resistant hoses, microban coating hoses, high temp steam hoses, marine fuel hoses, custom hose solutions, marine hoses, custom fittings, mechanical or industrial engineering, oil & energy, consumer goods, consumers, consumer internet, internet, information technology & services",+1 800-852-1855,"Fastly CDN, Barracuda Networks, Magento, Remote",,,,,203000,,68c1a2eb4d57020001f6ed35,175,32622,"Now in its 73rd year, ABBOTT RUBBER COMPANY has become an industry leader in industrial hose and rubber product fabrication and distribution. Now owned operated by second generation family members, the company has become one of the largest single branch operations in the industry.",1951,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670c4ed138ea15000171c33e/picture,,,,,,,,,,,,,,,,
Affordable Contractors Insurance,http://www.affordablecontractorsinsurance.com,Cold,"Concrete World 2025, Tooling & Fasteners",18,insurance,jason.hendrix@jamersan.com,http://www.linkedin.com/company/affordable-contractors-insurance,https://facebook.com/affordablecontractorsinsurance,https://twitter.com/ACI_Insurance,,,,,,,"builders risk insurance, roofers insurance, general liability insurance, contractors insurance, environmental liability insurance, industry-focused risk solutions, same-day binding, workers compensation, insurance for small and large contractors, industry expertise, commercial auto insurance, construction, online quotes, comprehensive contractor coverage, b2b, consulting, construction industry coverage, excess & umbrella insurance, state-specific policies, legal claims coverage, quick quotes, risk management, high-risk work insurance, services, contractor insurance, insurance for trades, quick policy setup, project protection, insurance for building projects, tools & equipment insurance, direct insurance (except life, health, and medical) carriers, contractor-specific insurance, high-risk environment, tailored policies, specialized liability coverage, business protection, custom coverage, certificate issuance, pollution liability insurance, construction & real estate",+1 888-505-9012,"DigitalOcean, Hubspot",,,,,334000,,68c1a2eb4d57020001f6ed3d,6331,52412,We have experienced insurance professionals available to help you get the contractor's insurance policy that is best for you. Your questions will get answered and you'll discover the best price for general liability insurance for contractors or a workmen's compensation policy.,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68845eae209ad0000117e9df/picture,,,,,,,,,,,,,,,,
AI Tech,http://www.aitech.vision,Cold,Concrete World 2025,8,information technology & services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/a-i-tech-srl,https://www.facebook.com/aitech.vision,https://twitter.com/AITechsrl,,,,,,,"intelligent surveillance based on video analysis, audio analysis & hybrid audiovideo solutions, sound interpretation for ambient security, production quality control & automatic inspection based on image analysis, strategy & technology consulting, retail, security, it services & it consulting, custom software development, ai smart transportation platform, protocol support, embedded ai solutions, vms integration, ai appliance embedded solutions, computer systems design and related services, business intelligence, traffic monitoring, video analytics, smart city solutions, artificial intelligence, system consulting, ai designer camera placement, information technology and services, behavioral analysis, b2b, data management, government, machine learning, ai video analysis, ai smart parking management, data integration, ai smart surveillance for security, ai dash pro, iot integration, ai vas cloud service, smart city technology, ai smart retail analytics, services, vehicle recognition, gpu support, fire detection, ai-smart city platform, crowd management, predictive analytics, ai-anonymizer video anonymization, intelligent video surveillance, pedestrian monitoring, security and surveillance, consulting, cloud video analytics, deep learning, edge computing, neural networks, transportation_logistics, information technology & services, analytics, enterprise software, enterprises, computer software",,"Microsoft Office 365, Mobile Friendly, YouTube, Google Analytics, WordPress.org, Google Font API, Google Maps (Non Paid Users), reCAPTCHA, Google Maps, AI",,,,,,,68c1a2eb4d57020001f6ed40,7375,54151,"A.I. Tech srl is an Italian company founded in 2010 as a spin-off from the University of Salerno. The company specializes in designing and developing advanced artificial intelligence solutions, particularly in smart video analysis and embedded systems. With over 25 years of research experience, A.I. Tech's team includes university professors and Ph.D. experts who contribute to the development of innovative products.

The company offers AI-driven video analytics software that enhances traditional surveillance cameras, enabling them to detect specific events in monitored areas. Their solutions utilize deep learning and proprietary neural networks, ensuring high performance with minimal computational resources. A.I. Tech serves various sectors, including smart retail, smart city applications, security, and smart manufacturing, providing tools for people counting, traffic monitoring, and intelligent video surveillance. Their products include over 20 video analytic applications and custom software development tailored to client needs, all designed for cross-platform compatibility.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692d78c8c82b6200010af942/picture,,,,,,,,,,,,,,,,
Alberts Spray Solutions LLC,http://www.albertsspraysolutions.com,Cold,Concrete World 2025,2,,jason.hendrix@jamersan.com,http://www.linkedin.com/company/alberts-spray-solutions-llc,,,,,,,,,,+1 570-368-6653,"Outlook, Barracuda Networks, Google Tag Manager, Google Analytics, Nginx, WordPress.org, Mobile Friendly, Google Font API, SharpSpring, Circle",,,,,,,68c1a2eb4d57020001f6ed48,"1389, 1382, 4900, 1623",,"(570) 368-6653 ECONOMIC SAVINGS BENEFITSEnjoy savings from reusable products requiring no further maintenance or replacementsLEARN MOREENVIRONMENTALLY SAFE PRODUCTSOur products, preferred by the PA Department of Environmental Protection, contain no harmful chemicals or hazardous pollutants.LEARN MORETURNKEY SOLUTIONSWith 55+ years of business experience, we're confident in our optimized solutions and services.LEARN MORE TURNKEY SOLUTIONS FOR EVERY PHASE … Continue reading ""Alberts Home""",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,,,,,,
Antraquip Corporation,http://www.antraquip.net,Cold,"Concrete World 2025, Tooling & Fasteners, Utility Expo 2025",18,machinery,jason.hendrix@jamersan.com,http://www.linkedin.com/company/antraquip,https://www.facebook.com/pages/Antraquip-Corporation/355445774557473,https://twitter.com/AntraquipCorp,,,,,,,"rockcutting, excavator, construction, excavate, mining, machinery manufacturing, government, low-vibration demolition, concrete demolition, mining machinery, custom engineered solutions, frozen ground cutting, drum cutter attachments, services, environmentally friendly machinery, trenching equipment, high production rates, excavator attachments, rock excavation, rock testing procedures, profile cutting, rock dredging, scaling equipment, precision grinding, demolition tools, hydraulic drum cutters, tunnel boring machines, soil mixing equipment, interchangeable cutter heads, mining equipment manufacturing, hydraulic attachments, underwater cutting, hydraulic cutters, hydraulic grinder, b2b, construction machinery, mining and oil and gas field machinery manufacturing, rock cutting, mining equipment, specialized excavation machinery, roadheaders, underground mining, rock cutting solutions, rock and concrete rotary cutters, underwater demolition tools, vibration control, rock and concrete cutting, heavy machinery manufacturing, tunnel support systems, tunneling equipment, construction equipment manufacturing, self-propelled machines, manufacturing, construction & real estate, mechanical or industrial engineering",+1 301-665-1165,"Constant Contact, Outlook, Microsoft Office 365, Vimeo, Facebook Custom Audiences, YouTube, Google AdSense, Apache, Linkedin Marketing Solutions, Facebook Login (Connect), Bootstrap Framework, CallRail, Linkedin Widget, Google AdWords Conversion, Linkedin Login, Mobile Friendly, Google Analytics, Google Tag Manager, Facebook Widget, Remote",,,,,7673000,,68c1a2eb4d57020001f6ed5a,3531,33313,"Antraquip Corporation, founded in 1985 and based in Hagerstown, Maryland, is a leading manufacturer of specialized machinery for the tunneling, mining, and construction industries. With over 40 years of experience, the company is known for its innovative engineering and custom solutions for rock excavation and concrete demolition.

Antraquip's core products include hydraulic cutters for cutting rock and concrete, roadheaders designed for versatile excavation, tunnel support systems for enhanced safety, and rotary drum cutting attachments. All products are engineered and manufactured in the United States, focusing on quality and performance. The company serves a global customer base, providing tailored solutions to meet specific project needs in various sectors.",1984,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690ccc1465e17e0001eed352/picture,,,,,,,,,,,,,,,,
Artficial Rock Sculpting LIVE!,http://www.daverhenderson.com,Cold,Concrete World 2025,,,jason.hendrix@jamersan.com,,,,,,,,,,,,,,,,,,,68c1a2eb4d57020001f6ed68,,,,,,,,,,,,,,,,,,,,,
Autodesk,http://www.autodesk.com,Cold,"Concrete World 2025, Tooling & Fasteners",16000,information technology & services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/autodesk,http://www.facebook.com/autodesk,http://www.twitter.com/autodesk,,,,,,,"3d design software & technology, digital prototyping, sustainable design software, media, entertainment, consumer software, plm, cloud, mobile, software, information technology, computer software: prepackaged software, technology, software development, internet, information technology & services",+1 415-507-5000,"Akamai, Route 53, Outlook, Microsoft Office 365, Amazon AWS, Segment.io, Facebook Conversion Tracking, Mixpanel, DemandBase, Ooyala, Drupal, Pantheon, WP Engine, Atlassian Cloud, Platform.sh, Netlify, Drift, Django Language, React Redux, Campaign Monitor, StackAdapt, The Trade Desk, MongoDB, Figma, Workday, Magento, ASP.NET, Microsoft-IIS, Apache, Ruxit, Bootstrap Framework, Marketo, Google Play, Adobe TestAndTarget, Wistia, WordPress.org, Tealium, Mobile Friendly, Adobe CQ, AI, Autodesk",645656231,Other,500000000,2024-06-01,6131000000,,68c1a2eb4d57020001f6ed72,"7373, 7371",,"Autodesk, Inc. is a global software company founded in January 1982 in Sausalito, California. It is known for its pioneering work in design automation, particularly through its flagship product, AutoCAD, which made computer-aided design (CAD) accessible on personal computers. The company has expanded its offerings to include a diverse range of software products for various industries, including architecture, engineering, construction, manufacturing, and media.

Headquartered in Sausalito, Autodesk operates worldwide with offices in multiple countries. Its product portfolio includes AutoCAD for 2D and 3D design, Revit for Building Information Modeling (BIM), Inventor for mechanical design, and Maya and 3ds Max for 3D modeling and animation. Autodesk also emphasizes cloud-based solutions with tools like Fusion 360 and Autodesk Construction Cloud, supporting modern workflows and collaboration. The company serves a wide array of customers, including professionals in design and engineering, manufacturing, and education, reflecting its commitment to empowering innovators and enhancing creativity and efficiency in design processes.",1982,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6926bfb0d4f9470001555a2b/picture,,,,,,,,,,,,,,,,
Brigade Electronics,http://www.brigade-electronics.com,Cold,"Concrete World 2025, Tooling & Fasteners",230,automotive,jason.hendrix@jamersan.com,http://www.linkedin.com/company/brigade-electronics-plc,,,,,,,,,"road safety, reversing alarms, bbs tech, ultrasonic sensors, radar, camera monitor systems, warning alarms, vehicle safety, reversing camera, reversing safety, backeye360, thermal imaging cameras, pedestrian detection sensors, alarms, global safety solutions, vehicle safety systems, passive safety technology, fleet safety, collision avoidance ai, fleet safety management, passive safety systems, construction site safety tech, construction vehicle safety, regulatory compliance support, product warranties, industrial safety solutions, off-road safety, safety compliance software, fleet safety solutions, pedestrian safety, safety product development, safety system maintenance, driver assistance, recording systems, agricultural machinery safety, safety standards, safety system software, collision prevention technology, driver assistance systems, driver alert systems, safety compliance, driver safety enhancement, smart safety sensors, public transport safety, ai connected dashcams, active safety technology, vehicle safety data analytics, vehicle safety innovation, blind spot detection, active safety system software, sensor fusion technology, regulation compliance, real-time vehicle monitoring, real-time monitoring, mobile plant safety, active safety systems, risk management, sensor-based obstacle detection, safety system remote diagnostics, detection systems, b2b, blind spot monitoring, advanced driver assistance, safety data analytics, public transport safety systems, thermal imaging, agricultural vehicle safety, safety regulations, vehicle telematics, collision avoidance systems, thermal camera integration, camera systems, manufacturing, safety system warranties, sensor technology, ai cameras, vehicle visibility, digital recorders, transportation & logistics, fleet management, medical equipment and supplies manufacturing, services, collision mitigation, collision prevention, vehicle safety regulation, industrial vehicle safety, urban construction safety, mobile machinery safety, pedestrian detection, dashcams, urban safety solutions, collision avoidance, distribution, safety system installation, rfid detection, warning systems, construction safety systems, driver alert ai systems, fleet safety compliance software, vehicle monitoring, safety technology r&d, safety innovation, active safety system integration, ultrasonic proximity sensors, rfid obstacle detection, connected dashcams, off-road safety solutions, active and passive systems, safety system integration, collision mitigation ai, safety system support, off-road vehicle safety, fleet safety training, driver assistance technology, sensor systems, thermal cameras, automated safety alerts, urban safety management, industrial vehicle camera systems, agriculture safety tech, ai safety system development, public transport vehicle safety, safety standards compliance, construction & real estate, 360-degree camera systems, sensor fusion, vehicle safety regulation compliance, commercial vehicle safety, vehicle cameras, backup cameras, mobile digital recorders, vehicle detection systems, radar systems, white sound alarms, brigade telematics, safety solutions, traffic management, progressive safety systems, fleet management systems, vehicle monitoring solutions, installation kits, direct vision standard, vehicle sounder, hazard detection, heavy machinery safety, autonomous safety technology, oem suppliers, safety regulations compliance, accident prevention, road construction safety, waste management vehicles, emergency vehicle safety, telematics solutions, cctv systems, safety warranties, technical support, product catalog, safety workshops, customer support, safety case studies, collaboration with charities, commercial fleet safety, vehicle technologies, reversing camera systems, mechanical or industrial engineering",+44 132 242 0300,"Cloudflare DNS, MessageGears, Outlook, Microsoft Office 365, CloudFlare Hosting",,,,,92000000,,68c1a2eb4d57020001f6ed92,3812,33911,"Brigade Electronics Group Plc is a UK-based public limited company that specializes in designing, manufacturing, and supplying vehicle safety systems for commercial vehicles and mobile machinery. Founded in 1976 and headquartered in South Darenth, Kent, the company employs over 250 people and generates annual revenues exceeding £54 million. Brigade Electronics is committed to preventing collisions and enhancing safety for drivers, groundworkers, pedestrians, and cyclists.

The company offers a wide range of safety products, including high-quality camera systems that provide live feeds to drivers, advanced detection sensors, and robust alarm systems. These solutions are designed to improve visibility and awareness for commercial vehicle operators across various industries, such as logistics, construction, and mobile machinery. Brigade Electronics emphasizes a customer-centric approach and fosters a culture of innovation and teamwork, aiming to continuously improve safety technologies and outcomes.",1976,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6926ec90a2d0980001c5e3e4/picture,,,,,,,,,,,,,,,,
Cardoza Tracker Nation – RecovR,http://www.wastepartsnation.com,Cold,Concrete World 2025,3,environmental services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/cardoza-waste-parts-nation,,,,,,,,,"waste consulting, waste solutions, waste parts, waste",+1 224-435-1741,"Outlook, Microsoft Office 365, Google Cloud Hosting, Rackspace Email, Mobile Friendly, Wix, Varnish, AI",,,,,,,68c1a2eb4d57020001f6eda3,,,"Cardoza Waste Parts Nation specializes in providing tailored product solutions for the waste management industry. They work closely with inventors and niche suppliers to develop innovative offerings that enhance operational efficiency and safety in waste handling.

Their product range includes rolling lid systems for roll-off containers, Gorilla Diapers™, USA-made wheel poly-o casters, container dogs, front load dumpster lock bars, baler wear parts, and cardboard event boxes. Many of their products are manufactured in the USA, emphasizing quality and durability. Cardoza Waste Parts Nation primarily serves commercial waste industry customers, focusing on delivering practical and efficient waste container solutions.

The company actively participates in major industry trade shows, showcasing its commitment to the waste management community. Their engagement in events like Waste Expo and ReMA highlights their dedication to innovation and collaboration within the sector.",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f8d3ccbff47a00013e1ad0/picture,,,,,,,,,,,,,,,,
Cat Diamond Tools,http://www.catdiamondtools.com,Cold,"Concrete World 2025, Tooling & Fasteners",7,mechanical or industrial engineering,jason.hendrix@jamersan.com,http://www.linkedin.com/company/cat-diamond-tools,https://www.facebook.com/catdiamondtools,https://twitter.com/catdiamondtools,,,,,,,"diamondblades, diamondgrinders, diamondcores, manufacturing, demolition & rescue, tools & hardware, safety recommendations, blocky crystal morphology, cutting speed, environmentally friendly manufacturing, specialized sawing applications, synthetic industrial diamonds, segmentation technology, e-commerce, abrasive materials cutting, diamond blades, abrasive materials, durability, product troubleshooting, industrial equipment, blade life, core drills, abrasive aggregate handling, advanced manufacturing, controlled diamond grit breakage, safety standards, sawing equipment, diamond bonding, professional construction tools, local manufacturing, performance optimization, cutting variables, wear resistance, matrix auto placement technology, b2b, bond erosion control, green concrete cutting, mining and oil and gas field machinery manufacturing, product testing, high-performance, construction tools, construction, efficiency, material applications, ultra long-lasting blades, rescue demolition tools, made in usa, industrial cutting, diamond grit grading, diamond segment design, bond hardness, distribution, transportation_logistics, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",,"Outlook, Google Maps (Non Paid Users), DoubleClick, Mobile Friendly, Google Maps, Facebook Login (Connect), Linkedin Marketing Solutions, Google Font API, Apache, DoubleClick Conversion, Google Dynamic Remarketing, Facebook Widget, Google Tag Manager, Hubspot, WordPress.org, Facebook Custom Audiences, Google translate widget, Google translate API, Gravity Forms, Multilingual",,,,,,,68c1a2eb4d57020001f6eda4,3556,33313,Innovative range of Cat® Diamond Tools. Designed from the ground up.,2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68e8d3f5b3d9ac0001061aa3/picture,,,,,,,,,,,,,,,,
Celta Tools,http://www.celta.com.mx,Cold,"Concrete World 2025, Tooling & Fasteners",7,mechanical or industrial engineering,jason.hendrix@jamersan.com,http://www.linkedin.com/company/celta-herramientas-ixl,,,,,,,,,"manufacturing, mechanical or industrial engineering",,"Gmail, Google Apps, Gusto",,,,,,,68c1a2eb4d57020001f6eda7,,,"En Herramientas IXL contamos con una amplia experiencia en la fabricación de herramientas de mano, corte y de concreto.      Nos especializamos en ofrecer productos de la más alta calidad con los mejores materiales, garantizando la seguridad de los usuarios con modelos ergonómicos idóneos para el trabajo.

Hemos integrado nuevos productos a nuestra amplia gama de herramientas, mostrando así nuestra experiencia de más de 70 años, en  la manufactura y calidad de los productos hechos 100% en nuestro país.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67161f10c1fa360001b6fd57/picture,,,,,,,,,,,,,,,,
